rollout,feasible,violation,J_D,J_P,J_B,mu_D,mu_P,mu_B,coverage,enhanced_tiles,reward,mean_psnr_db,pds_value_loss
453,0,17.5209,9.3115,8.005,14.8044,16.0364,3.7009,12.0122,0.8712,37.79,-519.822,52.393,1970.664803
454,0,17.3844,9.334,7.8202,14.8302,16.0699,3.7071,12.0371,0.8705,37.8,-518.958,52.384,2192.875828
455,0,16.9276,8.956,7.9315,14.6401,16.1036,3.7135,12.0619,0.8695,37.82,-520.075,52.389,1747.465689
456,0,17.135,8.8904,8.1239,14.7206,16.1367,3.72,12.0865,0.8693,37.54,-518.313,52.317,1951.532917
457,0,17.3695,8.8907,8.377,14.7018,16.17,3.726,12.1111,0.8676,37.61,-517.69,52.25,1666.890719
458,0,17.3601,8.4661,8.9399,14.5541,16.2028,3.7327,12.1354,0.8684,37.32,-516.472,52.301,2096.286473
459,0,17.67,8.3278,9.5076,14.4346,16.2359,3.7392,12.16,0.8667,37.63,-517.547,52.253,1505.333295
460,0,17.8581,8.608,9.2901,14.5601,16.2689,3.7457,12.1844,0.8656,37.39,-519.36,52.247,2150.886816
461,0,16.7385,8.7194,8.3025,14.3166,16.3025,3.7525,12.2092,0.8657,37.73,-522.958,52.269,1773.835664
462,0,17.0561,8.9753,8.2886,14.3923,16.3366,3.7587,12.2341,0.8673,37.84,-528.565,52.216,2068.774359
463,0,18.2189,9.0351,9.1274,14.6564,16.3701,3.7652,12.2589,0.8721,37.8,-530.031,52.335,2094.16031
464,0,18.654,8.9327,9.658,14.6633,16.4039,3.7715,12.2836,0.8705,37.68,-530.251,52.369,1823.816569
465,0,18.2626,8.836,9.3793,14.6473,16.4385,3.7776,12.3085,0.8749,37.86,-534.831,52.395,2023.726657
466,0,17.5986,8.9079,8.7197,14.5711,16.4723,3.7836,12.3331,0.8724,37.57,-536.252,52.316,2071.171201
467,0,16.261,8.7607,7.7115,14.3888,16.5058,3.7895,12.3577,0.8688,37.61,-531.709,52.274,2193.355915
468,0,16.1175,8.815,7.5378,14.3647,16.5399,3.7957,12.3827,0.8696,37.86,-535.052,52.286,1947.995827
469,0,16.1143,8.6173,7.9403,14.1567,16.574,3.8023,12.4075,0.8685,37.8,-538.822,52.304,2016.54089
470,0,15.754,8.9907,7.1496,14.2136,16.6078,3.8085,12.4322,0.8723,37.61,-538.827,52.351,2220.331109
471,0,15.8843,8.933,7.432,14.1192,16.6418,3.8146,12.4568,0.876,37.64,-538.526,52.422,2400.193096
472,0,15.5197,8.9879,7.0131,14.1187,16.6753,3.8208,12.4815,0.871,37.62,-539.127,52.336,1930.321956
473,0,15.5857,8.816,7.4734,13.8964,16.7092,3.8269,12.5062,0.872,37.68,-539.589,52.347,2334.94406
474,0,16.6081,9.3238,7.633,14.2513,16.7431,3.8326,12.5307,0.8729,37.57,-541.425,52.38,1952.696096
475,0,16.2988,9.2436,7.4173,14.238,16.7764,3.8385,12.5552,0.8733,37.48,-539.61,52.317,2146.228983
476,0,15.9566,9.1587,7.251,14.1468,16.81,3.8448,12.5799,0.8741,37.66,-540.204,52.298,2175.561948
477,0,16.462,9.0334,7.8328,14.1958,16.8437,3.8506,12.6045,0.8758,37.56,-542.68,52.323,2167.96738
478,0,16.0913,8.745,7.9419,14.0044,16.8777,3.8564,12.6292,0.8778,37.68,-544.762,52.328,2540.407125
479,0,17.2486,8.9088,8.6438,14.296,16.9113,3.8627,12.6539,0.8762,37.7,-546.729,52.39,2462.529347
480,0,17.3532,8.7838,9.0133,14.1561,16.9445,3.869,12.6786,0.8766,37.66,-545.545,52.324,2207.200809
481,0,16.969,8.633,8.9634,13.9726,16.9778,3.8754,12.7032,0.8752,37.67,-545.601,52.384,2557.886746
482,0,18.3563,8.7298,9.9888,14.2377,17.0116,3.8814,12.7279,0.8766,37.64,-549.067,52.329,2271.470733
483,0,17.0098,8.5941,8.9706,14.045,17.0458,3.8874,12.7526,0.8714,37.65,-552.983,52.265,2240.255725
484,0,17.8059,8.7647,9.4728,14.1684,17.0796,3.8931,12.7773,0.8798,37.72,-554.17,52.423,1909.314256
485,0,17.6653,8.8315,9.2871,14.1467,17.1129,3.8992,12.8017,0.8791,37.45,-550.672,52.453,2119.581341
486,0,16.6659,9.2019,7.8684,14.1956,17.1464,3.9051,12.8264,0.8782,37.7,-550.579,52.469,2278.157953
487,0,16.359,9.1565,7.6912,14.1113,17.18,3.911,12.8512,0.8814,37.69,-554.375,52.47,2676.572602
488,0,16.4497,9.7389,6.8684,14.4424,17.2134,3.9169,12.8757,0.8816,37.52,-554.357,52.489,2322.895727
489,0,16.127,9.5787,6.8071,14.3411,17.2474,3.9228,12.9008,0.8808,38.0,-557.485,52.474,1925.118482
490,0,16.0429,9.6969,6.637,14.309,17.2809,3.9288,12.9255,0.8818,37.74,-560.531,52.5,2461.579959
491,0,15.7756,9.5603,6.622,14.1934,17.3146,3.9347,12.9504,0.8809,37.8,-560.454,52.548,2292.208389
492,0,15.8869,9.3027,7.0972,14.0871,17.3482,3.9406,12.9751,0.8753,37.64,-560.157,52.417,2238.671372
493,0,15.8049,9.0281,7.417,13.9599,17.3812,3.9468,12.9994,0.8757,37.37,-557.525,52.465,2329.686711
494,0,15.101,8.7156,7.3522,13.6331,17.4143,3.9532,13.0239,0.8716,37.48,-556.13,52.438,2322.110947
495,0,15.9667,8.8454,7.871,13.8503,17.448,3.9592,13.0486,0.874,37.68,-560.944,52.378,1886.854373
496,0,16.6314,9.4122,7.624,14.1952,17.4813,3.965,13.0732,0.8828,37.57,-562.983,52.464,2473.046228
497,0,15.8621,9.0656,7.7199,13.6766,17.5148,3.9707,13.0976,0.8827,37.45,-561.889,52.429,2723.274683
498,0,14.9147,8.6404,7.4929,13.3814,17.5483,3.9763,13.122,0.876,37.4,-563.7,52.343,2418.816099
499,0,14.9706,8.9973,6.9869,13.5864,17.5819,3.9821,13.1466,0.8762,37.61,-564.56,52.324,2675.988899
500,0,15.5479,9.0929,7.237,13.818,17.616,3.9871,13.1712,0.8803,37.62,-568.678,52.421,2255.527505
501,0,16.1552,8.9949,7.8628,13.8976,17.6494,3.9929,13.1958,0.8776,37.57,-569.521,52.398,2348.742352
502,0,16.707,9.3012,7.8794,14.1263,17.6836,3.9985,13.2207,0.8791,37.85,-572.968,52.484,2066.961003
503,0,16.2959,9.0215,8.0006,13.8738,17.7172,4.0044,13.2452,0.8777,37.5,-573.609,52.387,2546.178855
504,0,16.5597,8.8338,8.4107,13.9152,17.7509,4.0098,13.2698,0.8795,37.59,-572.542,52.474,2380.245977
505,0,16.2872,8.4827,8.5846,13.8199,17.7851,4.0151,13.2945,0.8749,37.66,-575.404,52.406,2737.618297
506,0,16.1596,8.5192,8.4501,13.7903,17.8195,4.0209,13.3195,0.8784,37.91,-581.299,52.498,2223.353502
507,0,16.513,8.7599,8.4058,13.9472,17.8539,4.0262,13.3442,0.8814,37.7,-583.193,52.53,2154.51132
508,0,17.1128,9.0644,8.5209,14.1275,17.8884,4.0315,13.3689,0.8862,37.68,-583.864,52.622,2776.470553
509,0,17.9237,9.4664,8.6902,14.3671,17.923,4.0375,13.3937,0.889,37.75,-585.881,52.691,2707.627083
510,0,18.1208,9.4497,8.9131,14.358,17.9576,4.0429,13.4185,0.8913,37.77,-588.542,52.644,2437.913806
511,0,17.5111,9.379,8.4764,14.2557,17.9922,4.0485,13.4433,0.89,37.81,-589.67,52.489,2607.539685
512,0,17.4994,9.9266,7.7725,14.4003,18.0274,4.0534,13.4681,0.895,37.76,-592.527,52.646,2127.142962
513,0,17.3132,9.9932,7.5843,14.3357,18.0632,4.0583,13.4932,0.8916,37.99,-599.026,52.526,2130.159906
514,0,17.4581,10.1465,7.4403,14.4714,18.0982,4.0641,13.5182,0.8925,37.91,-600.843,52.585,2190.981861
515,0,18.2874,10.1887,7.8773,14.8214,18.1334,4.0688,13.5433,0.8902,38.05,-599.603,52.529,2501.123334
516,0,17.583,9.8145,7.8427,14.5258,18.1679,4.0741,13.5684,0.886,38.02,-599.018,52.481,2424.433172
517,0,17.9608,10.3269,7.4133,14.8206,18.2026,4.0797,13.5936,0.8872,38.06,-598.834,52.539,2587.381221
518,0,18.2108,10.0477,8.0218,14.7414,18.2373,4.0852,13.6186,0.8855,37.94,-600.51,52.521,2951.124449
519,0,18.167,10.0476,8.0682,14.6512,18.2717,4.0911,13.6436,0.8853,37.94,-600.649,52.509,2453.82805
520,0,17.7703,10.0399,7.756,14.5744,18.3059,4.0969,13.6685,0.8839,37.9,-599.419,52.478,2584.682102
521,0,17.476,9.9399,7.5173,14.6188,18.3407,4.1023,13.6936,0.8851,37.99,-600.736,52.444,3056.104983
522,0,17.9871,10.1887,7.6612,14.7371,18.3756,4.1075,13.7186,0.8882,37.96,-604.915,52.523,2945.92547
523,0,17.716,10.2376,7.5197,14.5588,18.4096,4.113,13.7435,0.8928,37.83,-603.55,52.706,2482.295546
524,0,16.8488,9.994,7.1817,14.2731,18.4445,4.1181,13.7685,0.892,37.95,-603.44,52.712,2704.640038
525,0,16.7897,9.949,7.194,14.2468,18.4791,4.1233,13.7934,0.8904,37.79,-606.279,52.719,2940.92883
526,0,16.7447,10.0717,7.0095,14.2635,18.5132,4.1288,13.8179,0.8935,37.53,-602.743,52.784,2895.044026
527,0,15.9404,9.5166,7.1083,13.9155,18.5474,4.1342,13.8428,0.8902,37.89,-603.09,52.815,2442.396166
528,0,17.0553,10.068,7.2926,14.2947,18.5818,4.1395,13.8676,0.8939,37.8,-606.454,52.763,3204.267607
529,0,16.5102,9.8174,7.2529,14.0399,18.6162,4.1451,13.8925,0.8969,37.82,-608.206,52.827,2640.916219
530,0,16.4984,10.0983,6.7808,14.2193,18.651,4.1508,13.9174,0.8967,37.82,-613.071,52.811,2962.907189
531,0,15.7536,9.5699,6.9345,13.8492,18.6855,4.1563,13.9423,0.8896,37.85,-613.092,52.628,3356.911327
532,0,16.12,9.5134,7.3818,13.8247,18.7197,4.1623,13.9671,0.8951,37.79,-612.266,52.787,2137.290683
533,0,15.8485,9.4229,7.3014,13.7242,18.7536,4.1678,13.9918,0.8907,37.65,-611.583,52.672,2833.926113
534,0,15.4616,9.129,7.4949,13.4378,18.7877,4.1735,14.0163,0.8906,37.56,-610.26,52.673,2734.52279
535,0,16.3757,9.4652,7.8004,13.7101,18.8216,4.1795,14.041,0.8938,37.64,-611.29,52.684,2161.654014
536,0,17.1732,10.2111,7.442,14.1201,18.8562,4.1851,14.066,0.897,37.9,-616.293,52.729,2560.949931
537,0,16.7739,10.0277,7.4318,13.9145,18.8904,4.191,14.0907,0.8939,37.69,-617.785,52.737,3108.092568
538,0,17.2923,10.1291,7.4797,14.2836,18.9247,4.1967,14.1153,0.896,37.61,-617.156,52.738,3162.56227
539,0,16.7188,9.8891,7.2988,14.1309,18.9585,4.2027,14.1397,0.8883,37.45,-616.192,52.73,2551.383204
540,0,16.8954,10.173,6.9555,14.367,18.9923,4.2083,14.1644,0.8886,37.63,-614.935,52.712,2791.020485
541,0,17.2178,10.4892,6.7578,14.5708,19.0265,4.2141,14.1891,0.8911,37.7,-618.399,52.727,2990.224491
542,0,16.8825,10.3973,6.7491,14.3362,19.0607,4.2198,14.2139,0.8912,37.76,-621.722,52.736,2357.646334
543,0,17.1502,10.427,6.9957,14.3275,19.0946,4.2262,14.2385,0.8883,37.62,-622.486,52.657,3087.385392
544,0,16.9976,10.4282,6.9223,14.2471,19.1288,4.232,14.2633,0.887,37.79,-623.233,52.719,2860.64872
545,0,16.5339,10.3867,6.5217,14.2255,19.1634,4.2378,14.2884,0.8848,37.95,-628.501,52.647,3035.072502
546,0,17.3322,10.6243,6.6486,14.6593,19.1981,4.2435,14.3133,0.8794,37.85,-631.959,52.52,3004.053819
547,0,18.14,10.5441,7.4719,14.7241,19.2322,4.2492,14.3381,0.886,37.8,-630.653,52.634,3044.841437
548,0,17.9709,10.0177,7.9805,14.5727,19.2664,4.2553,14.3629,0.8761,37.78,-628.914,52.423,3209.587264
549,0,18.0606,9.8613,8.3625,14.4368,19.3003,4.2615,14.3878,0.8814,37.84,-630.453,52.534,2696.84598
550,0,17.1971,9.9324,7.6435,14.2212,19.3345,4.2674,14.4128,0.8785,37.88,-631.098,52.54,3146.691799
551,0,16.7051,9.6102,7.8185,13.8764,19.3678,4.2736,14.4373,0.8815,37.58,-628.976,52.563,2964.044752
552,0,19.128,10.0147,9.1116,14.6017,19.402,4.2795,14.4623,0.8805,37.95,-630.892,52.48,2558.689147
553,0,20.9092,9.7225,10.9058,14.8809,19.436,4.2853,14.4871,0.8822,37.78,-634.857,52.562,3058.59079
554,0,20.5417,9.9086,10.3784,14.8547,19.4703,4.2909,14.5121,0.8883,37.95,-635.848,52.581,2814.87899
555,0,21.0104,9.7414,10.9744,14.8947,19.5039,4.297,14.537,0.8873,37.8,-635.805,52.604,3190.051658
556,0,19.1963,9.7622,9.3402,14.6939,19.5375,4.3032,14.5619,0.8817,37.85,-634.222,52.42,2655.284658
557,0,17.7434,9.877,7.9771,14.4893,19.5715,4.3095,14.5867,0.8812,37.77,-637.443,52.369,3043.502664
558,0,17.901,10.5986,7.1193,14.7831,19.6052,4.3159,14.6116,0.8847,37.85,-638.214,52.407,3303.962815
559,0,18.8019,10.4346,8.1786,14.7887,19.6386,4.3229,14.6367,0.8852,37.99,-639.385,52.423,3091.828731
560,0,18.6491,10.9466,7.3344,14.9681,19.6725,4.3296,14.6618,0.8824,37.99,-642.217,52.439,2970.508592
561,0,19.0715,11.185,7.3545,15.1319,19.7066,4.3354,14.6866,0.8865,37.81,-644.355,52.445,3454.398952
562,0,18.3515,11.2386,6.6936,15.0193,19.7406,4.3418,14.7116,0.8849,37.91,-644.369,52.457,2933.163173
563,0,19.239,10.3879,8.7071,14.744,19.774,4.3482,14.7364,0.8804,37.75,-643.288,52.372,3193.352858
564,0,19.5833,10.394,8.8874,14.9019,19.8078,4.3542,14.7612,0.8828,37.77,-643.925,52.46,2817.405126
565,0,19.1171,10.5873,8.2818,14.8479,19.8414,4.3603,14.7859,0.8824,37.69,-644.871,52.475,2887.513667
566,0,19.2694,10.9019,7.827,15.1406,19.8755,4.3662,14.8108,0.8812,37.88,-647.247,52.415,2964.743301
567,0,18.7153,11.5275,5.9295,15.2878,19.909,4.3727,14.8359,0.8872,38.0,-649.098,52.49,3350.508198
