rollout,feasible,violation,J_D,J_P,J_B,mu_D,mu_P,mu_B,coverage,enhanced_tiles,reward,mean_psnr_db
315,0,0.3906,0.5106,3.7948,7.354,2.2708,0.9292,1.759,0.8448,15.88,9.805,52.018
316,0,0.376,0.496,3.7948,7.3578,2.272,0.9287,1.7594,0.8486,15.9,9.967,52.044
317,0,0.4134,0.5334,3.7948,7.3717,2.2737,0.9282,1.7598,0.8498,15.96,9.752,52.071
318,0,0.3915,0.5115,3.7948,7.3547,2.2752,0.9277,1.7602,0.8486,15.93,9.648,52.063
319,0,0.3799,0.4999,3.7948,7.3466,2.277,0.9272,1.7606,0.8467,15.98,9.564,52.041
320,0,0.3281,0.4481,3.7948,7.3519,2.2788,0.9266,1.7611,0.8484,16.0,9.411,52.05
321,0,0.3736,0.4936,3.7948,7.3601,2.2801,0.9261,1.7614,0.8474,15.89,9.516,52.074
322,0,0.3709,0.4909,3.7948,7.3642,2.2814,0.9256,1.7618,0.8461,15.87,9.54,52.057
323,0,0.3095,0.4295,3.7948,7.3431,2.2829,0.9251,1.7622,0.8455,15.96,9.681,52.061
324,0,0.3676,0.4876,3.7948,7.3505,2.2845,0.9246,1.7625,0.8449,15.9,9.536,52.009
325,0,0.4455,0.5655,3.7948,7.3756,2.2859,0.9241,1.7629,0.8455,15.9,9.641,52.039
326,0,0.3365,0.4565,3.7948,7.348,2.2873,0.9236,1.7632,0.8444,15.91,9.875,52.051
327,0,0.3001,0.4201,3.7948,7.3409,2.289,0.9231,1.7637,0.8446,15.96,9.642,52.025
328,0,0.3064,0.4264,3.7948,7.341,2.2903,0.9225,1.764,0.8449,15.88,9.458,52.028
329,0,0.3159,0.4359,3.7948,7.3369,2.2918,0.922,1.7644,0.8438,15.96,9.495,52.029
330,0,0.3155,0.4355,3.7948,7.3485,2.2932,0.9215,1.7648,0.8447,15.96,9.77,52.03
331,0,0.3306,0.4506,3.7948,7.3573,2.2945,0.921,1.7653,0.8442,15.97,9.908,52.051
332,0,0.3216,0.4416,3.7948,7.3551,2.2958,0.9205,1.7656,0.8458,15.88,9.87,52.036
333,0,0.3061,0.4261,3.7948,7.3437,2.2972,0.92,1.7659,0.8459,15.93,10.021,52.04
334,0,0.3406,0.4606,3.7948,7.3668,2.2985,0.9195,1.7662,0.8472,15.86,10.082,52.056
335,0,0.3757,0.4957,3.7948,7.3519,2.2999,0.919,1.7667,0.8454,15.97,9.962,52.031
336,0,0.3627,0.4827,3.7948,7.3548,2.3015,0.9184,1.767,0.8479,15.92,9.802,52.061
337,0,0.3853,0.5053,3.7948,7.3689,2.3029,0.9179,1.7674,0.8468,15.93,9.691,52.047
338,0,0.3635,0.4835,3.7948,7.3342,2.3042,0.9174,1.7677,0.8442,15.83,9.8,51.989
339,0,0.3319,0.4519,3.7948,7.3483,2.3055,0.9169,1.768,0.8448,15.85,10.127,52.059
340,0,0.393,0.513,3.7948,7.3659,2.3069,0.9164,1.7683,0.8459,15.89,10.02,52.055
341,0,0.3558,0.4758,3.7948,7.3414,2.3083,0.9159,1.7686,0.8445,15.87,9.929,52.025
342,0,0.3849,0.5049,3.7948,7.3463,2.3097,0.9154,1.7689,0.8463,15.86,9.73,52.069
343,0,0.3779,0.4979,3.7948,7.3442,2.3115,0.9149,1.7693,0.8464,15.89,9.167,52.078
344,0,0.3737,0.4937,3.7948,7.353,2.3131,0.9144,1.7696,0.8449,15.9,9.091,52.055
345,0,0.3215,0.4415,3.7948,7.3329,2.3145,0.9138,1.7699,0.8441,15.86,9.616,52.032
346,0,0.3665,0.4865,3.7948,7.3452,2.3157,0.9133,1.7702,0.8453,15.86,9.977,52.059
347,0,0.3009,0.4209,3.7948,7.336,2.317,0.9128,1.7706,0.8471,15.88,10.203,52.089
348,0,0.351,0.471,3.7948,7.3504,2.3185,0.9123,1.771,0.8463,15.95,9.935,52.088
349,0,0.2788,0.3988,3.7948,7.3307,2.3198,0.9119,1.7713,0.8443,15.89,9.88,52.044
350,0,0.2567,0.3767,3.7948,7.3105,2.3211,0.9115,1.7717,0.8435,15.93,9.98,52.039
351,0,0.2732,0.3932,3.7948,7.3188,2.3224,0.911,1.7719,0.8431,15.84,9.95,52.021
352,0,0.2814,0.4014,3.7948,7.3227,2.3236,0.9105,1.7722,0.8436,15.82,9.866,52.036
353,0,0.2305,0.3505,3.7948,7.3131,2.3253,0.9101,1.7727,0.8443,16.01,9.502,52.028
354,0,0.2561,0.3761,3.7948,7.3176,2.3269,0.9096,1.7731,0.8469,15.93,9.235,52.045
355,0,0.2627,0.3827,3.7948,7.3185,2.3283,0.9091,1.7734,0.8465,15.93,9.454,52.077
356,0,0.2585,0.3785,3.7948,7.3186,2.3299,0.9086,1.7739,0.8467,15.96,9.382,52.057
357,0,0.2537,0.3737,3.7948,7.307,2.3316,0.9081,1.7743,0.8456,15.97,9.436,52.073
358,0,0.3111,0.4311,3.7948,7.3201,2.3334,0.9076,1.7747,0.8463,15.95,9.261,52.075
359,0,0.3091,0.4291,3.7948,7.3349,2.3346,0.9071,1.775,0.8495,15.86,9.584,52.102
360,0,0.2495,0.3695,3.7948,7.3182,2.3358,0.9066,1.7753,0.8451,15.91,9.797,52.048
361,0,0.2381,0.3581,3.7948,7.323,2.337,0.9061,1.7756,0.8453,15.81,10.141,52.066
362,0,0.25,0.37,3.7948,7.3189,2.3381,0.9056,1.7759,0.8465,15.87,10.389,52.08
363,0,0.2573,0.3773,3.7948,7.3269,2.3394,0.9051,1.7763,0.8478,15.96,9.973,52.092
364,0,0.2468,0.3668,3.7948,7.3229,2.3409,0.9046,1.7767,0.8458,15.96,9.329,52.074
365,0,0.2903,0.4103,3.7948,7.3337,2.3422,0.9041,1.7771,0.8457,15.94,9.643,52.064
366,0,0.3403,0.4603,3.7948,7.3455,2.3436,0.9036,1.7774,0.848,15.9,9.97,52.066
367,0,0.3136,0.4336,3.7948,7.3365,2.3452,0.9031,1.7779,0.8483,15.97,9.664,52.085
368,0,0.2355,0.3555,3.7948,7.3225,2.3467,0.9026,1.7783,0.8461,15.97,9.391,52.048
369,0,0.3089,0.4289,3.7948,7.3406,2.3482,0.9021,1.7787,0.8459,15.93,9.354,52.058
370,0,0.3138,0.4338,3.7948,7.3486,2.3499,0.9017,1.7792,0.845,16.02,9.28,52.056
371,0,0.3286,0.4486,3.7948,7.3497,2.3513,0.9012,1.7796,0.8434,16.01,9.213,52.042
372,0,0.3001,0.4201,3.7948,7.3388,2.3527,0.9007,1.78,0.8436,15.94,9.692,51.991
373,0,0.3091,0.4291,3.7948,7.3453,2.3542,0.9002,1.7804,0.8452,15.94,9.444,52.049
374,0,0.3054,0.4254,3.7948,7.3511,2.3555,0.8997,1.7807,0.8462,15.89,9.759,52.05
375,0,0.3186,0.4386,3.7948,7.3613,2.3569,0.8992,1.7812,0.8457,15.99,9.97,52.048
376,0,0.32,0.44,3.7948,7.3607,2.3584,0.8987,1.7816,0.8447,15.94,9.691,52.038
377,0,0.3321,0.4521,3.7948,7.3679,2.3595,0.8983,1.782,0.8454,15.96,10.072,52.054
378,0,0.3173,0.4373,3.7948,7.3421,2.3612,0.8978,1.7824,0.8448,15.97,9.864,52.031
379,0,0.3539,0.4739,3.7948,7.3459,2.3628,0.8973,1.7828,0.8454,15.94,9.258,52.04
380,0,0.3195,0.4395,3.7948,7.3393,2.3639,0.8968,1.7831,0.8435,15.86,9.859,52.022
381,0,0.3291,0.4491,3.7948,7.3618,2.3652,0.8963,1.7835,0.8458,15.97,10.037,52.052
382,0,0.3313,0.4513,3.7948,7.3485,2.3664,0.8958,1.7838,0.8443,15.88,9.907,52.063
383,0,0.322,0.442,3.7948,7.3442,2.3678,0.8953,1.7842,0.8446,15.92,9.731,52.051
384,0,0.2922,0.4122,3.7948,7.349,2.3692,0.8948,1.7845,0.8436,15.9,9.508,52.024
385,0,0.2609,0.3809,3.7948,7.3283,2.3705,0.8943,1.785,0.8431,15.99,9.606,52.025
386,0,0.2463,0.3663,3.7948,7.3193,2.3717,0.8938,1.7853,0.842,15.89,10.025,52.008
387,0,0.2858,0.4058,3.7948,7.3272,2.3731,0.8933,1.7856,0.8455,15.88,9.844,52.059
388,0,0.2444,0.3644,3.7948,7.3254,2.3742,0.8928,1.786,0.8461,15.89,9.756,52.063
389,0,0.2986,0.4186,3.7948,7.3466,2.3753,0.8924,1.7862,0.8465,15.82,9.956,52.068
390,0,0.3412,0.4612,3.7948,7.3615,2.3765,0.8918,1.7865,0.8467,15.87,10.24,52.065
391,0,0.293,0.413,3.7948,7.3506,2.3777,0.8913,1.7869,0.8472,15.94,10.203,52.065
392,0,0.2969,0.4169,3.7948,7.3486,2.379,0.8908,1.7873,0.8441,15.93,9.696,52.019
393,0,0.3277,0.4477,3.7948,7.3534,2.3804,0.8903,1.7877,0.842,15.96,9.568,51.989
394,0,0.3607,0.4807,3.7948,7.3643,2.3817,0.8898,1.788,0.844,15.87,9.483,52.043
395,0,0.3254,0.4454,3.7948,7.3543,2.3829,0.8894,1.7883,0.8441,15.86,9.802,52.026
396,0,0.3847,0.5047,3.7948,7.3719,2.3843,0.8889,1.7887,0.8443,15.94,9.707,52.048
397,0,0.3567,0.4767,3.7948,7.3906,2.3858,0.8884,1.789,0.845,15.9,9.558,52.051
398,0,0.2753,0.3953,3.7948,7.365,2.3869,0.8878,1.7894,0.8445,15.91,9.767,52.05
399,0,0.3063,0.4263,3.7948,7.3726,2.3881,0.8873,1.7897,0.8458,15.9,10.175,52.068
400,0,0.3083,0.4283,3.7948,7.3641,2.3895,0.8868,1.7901,0.8421,15.92,9.983,52.008
401,0,0.3235,0.4435,3.7948,7.3633,2.3908,0.8863,1.7904,0.8475,15.94,9.747,52.098
402,0,0.3195,0.4395,3.7948,7.3769,2.3919,0.8858,1.7907,0.8447,15.82,9.945,52.04
403,0,0.3386,0.4586,3.7948,7.3799,2.3933,0.8853,1.7911,0.8429,15.97,9.739,52.015
404,0,0.3495,0.4695,3.7948,7.3843,2.3947,0.8848,1.7915,0.8455,15.92,9.438,52.078
405,0,0.355,0.475,3.7948,7.3749,2.396,0.8843,1.7918,0.8452,15.89,9.812,52.056
406,0,0.3613,0.4813,3.7948,7.3867,2.3974,0.8838,1.7923,0.8444,15.99,10.031,52.025
407,0,0.2905,0.4105,3.7948,7.3763,2.3985,0.8833,1.7926,0.8439,15.85,9.912,52.036
408,0,0.3431,0.4631,3.7948,7.3866,2.3999,0.8828,1.793,0.8429,15.94,9.975,52.006
409,0,0.3805,0.4991,3.7948,7.4014,2.4013,0.8823,1.7933,0.8463,15.86,9.851,52.078
410,0,0.4054,0.5173,3.7948,7.4081,2.4026,0.8818,1.7937,0.8442,15.99,9.681,52.016
411,0,0.3559,0.4759,3.7948,7.3873,2.4039,0.8813,1.7941,0.8468,15.95,9.852,52.111
412,0,0.3603,0.4803,3.7948,7.3906,2.4055,0.8808,1.7946,0.8454,16.06,9.562,52.074
413,0,0.3315,0.4515,3.7948,7.377,2.4069,0.8803,1.7951,0.8463,16.04,9.699,52.082
414,0,0.3635,0.4835,3.7948,7.3791,2.4081,0.8798,1.7955,0.8472,15.94,10.066,52.121
415,0,0.3498,0.4698,3.7948,7.3913,2.4095,0.8793,1.796,0.844,16.05,9.852,52.034
416,0,0.3356,0.4556,3.7948,7.3852,2.4107,0.8788,1.7965,0.8444,16.05,9.866,52.037
417,0,0.3503,0.4703,3.7948,7.386,2.4121,0.8783,1.797,0.8456,16.04,9.819,52.029
418,0,0.3285,0.4485,3.7948,7.3607,2.4133,0.8778,1.7974,0.8453,15.96,9.797,52.013
419,0,0.3356,0.4556,3.7948,7.3857,2.4147,0.8773,1.7979,0.8474,15.97,9.616,52.079
420,0,0.3368,0.4568,3.7948,7.3896,2.4157,0.8768,1.7982,0.8459,15.92,9.674,52.018
421,0,0.3494,0.4694,3.7948,7.3907,2.417,0.8763,1.7985,0.8453,15.88,10.285,52.017
422,0,0.3309,0.4509,3.7948,7.3782,2.4182,0.8758,1.799,0.8456,15.96,10.194,52.02
423,0,0.327,0.447,3.7948,7.3833,2.4194,0.8753,1.7995,0.8464,16.07,9.908,52.044
424,0,0.3398,0.4598,3.7948,7.3789,2.4209,0.8748,1.8001,0.8439,16.1,9.781,52.029
425,0,0.3319,0.4519,3.7948,7.3767,2.4221,0.8743,1.8005,0.844,15.96,9.88,52.021
426,0,0.3218,0.4418,3.7948,7.3822,2.4231,0.8738,1.8008,0.8461,15.91,10.331,52.046
427,0,0.3504,0.4704,3.7948,7.3842,2.4241,0.8733,1.8012,0.8441,15.98,10.464,51.995
428,0,0.3156,0.4356,3.7948,7.38,2.4256,0.8729,1.8017,0.844,16.02,9.864,52.009
429,0,0.3006,0.4206,3.7948,7.3671,2.4271,0.8724,1.8022,0.8445,16.05,9.228,52.029
430,0,0.3228,0.4428,3.7948,7.3668,2.4284,0.8719,1.8026,0.8437,15.91,9.327,51.989
431,0,0.3402,0.4602,3.7948,7.3672,2.4296,0.8714,1.8031,0.8444,16.03,9.602,51.99
432,0,0.3327,0.4527,3.7948,7.3786,2.431,0.8709,1.8035,0.8452,15.97,9.503,52.035
433,0,0.2533,0.3733,3.7948,7.3531,2.4323,0.8704,1.8039,0.8434,15.94,9.479,52.011
434,0,0.2881,0.4081,3.7948,7.3617,2.4336,0.8699,1.8042,0.847,15.86,9.88,52.061
435,0,0.337,0.457,3.7948,7.3786,2.4348,0.8694,1.8045,0.8438,15.84,10.035,52.031
436,0,0.3049,0.4249,3.7948,7.3705,2.436,0.8689,1.8048,0.8457,15.84,9.991,52.038
437,0,0.2944,0.4144,3.7948,7.3718,2.4373,0.8684,1.8052,0.843,15.97,9.891,52.012
438,0,0.2983,0.4183,3.7948,7.367,2.4382,0.8679,1.8055,0.8473,15.9,10.116,52.062
439,0,0.2757,0.3957,3.7948,7.3702,2.4394,0.8674,1.8059,0.8467,15.91,10.303,52.059
440,0,0.3046,0.4246,3.7948,7.3762,2.4404,0.8668,1.8062,0.843,15.92,10.047,51.996
441,0,0.3181,0.4381,3.7948,7.3722,2.4417,0.8663,1.8066,0.8423,15.95,9.911,51.993
442,0,0.2875,0.4075,3.7948,7.3622,2.4429,0.8658,1.807,0.8424,15.96,9.881,52.026
443,0,0.3199,0.4399,3.7948,7.3908,2.4442,0.8653,1.8074,0.8459,15.95,9.763,52.061
444,0,0.3046,0.4246,3.7948,7.3793,2.4454,0.8648,1.808,0.8455,16.07,9.595,52.071
445,0,0.3055,0.4255,3.7948,7.3747,2.4469,0.8643,1.8084,0.8473,16.0,9.41,52.083
446,0,0.2945,0.4145,3.7948,7.3754,2.448,0.8638,1.8088,0.8491,15.88,9.829,52.11
447,0,0.2776,0.3976,3.7948,7.3785,2.4489,0.8633,1.8091,0.8497,15.94,10.293,52.107
448,0,0.2537,0.3737,3.7948,7.3646,2.4501,0.8628,1.8095,0.8475,15.96,10.093,52.082
449,0,0.2886,0.4086,3.7948,7.3791,2.4513,0.8623,1.81,0.8454,15.98,9.919,52.037
450,0,0.26,0.38,3.7948,7.3698,2.4524,0.8618,1.8102,0.8435,15.82,9.978,52.044
451,0,0.2689,0.3889,3.7948,7.3651,2.4536,0.8613,1.8106,0.8438,15.91,9.976,52.052
452,0,0.2744,0.3944,3.7948,7.3725,2.4549,0.8608,1.811,0.8474,15.99,9.663,52.08
453,0,0.2494,0.3694,3.7948,7.3646,2.4562,0.8603,1.8113,0.8433,15.83,9.668,52.018
454,0,0.2879,0.4079,3.7948,7.3802,2.4572,0.8599,1.8116,0.8442,15.87,9.725,52.023
455,0,0.2758,0.3958,3.7948,7.3666,2.4583,0.8595,1.8119,0.8455,15.85,9.817,52.059
456,0,0.2273,0.3473,3.7948,7.3514,2.4592,0.859,1.8121,0.8473,15.83,10.245,52.094
457,0,0.2361,0.3561,3.7948,7.3553,2.4603,0.8586,1.8125,0.8436,15.9,10.206,52.033
458,0,0.2361,0.3561,3.7948,7.3724,2.4613,0.8582,1.8128,0.8466,15.94,10.192,52.062
459,0,0.2456,0.3656,3.7948,7.3821,2.4626,0.8577,1.8132,0.8472,15.95,9.943,52.09
460,0,0.2752,0.3952,3.7948,7.372,2.4636,0.8572,1.8138,0.8477,16.05,9.854,52.089
461,0,0.324,0.444,3.7948,7.3724,2.4647,0.8568,1.8141,0.8487,15.89,9.988,52.106
462,0,0.2896,0.4096,3.7948,7.3711,2.466,0.8563,1.8146,0.8501,16.02,9.933,52.112
463,0,0.2978,0.4178,3.7948,7.3788,2.467,0.8558,1.815,0.851,15.98,10.033,52.119
464,0,0.3165,0.4365,3.7948,7.3735,2.4682,0.8554,1.8154,0.8495,15.95,10.055,52.11
465,0,0.3076,0.4276,3.7948,7.3761,2.4694,0.855,1.8158,0.8487,15.94,9.99,52.106
466,0,0.2879,0.4079,3.7948,7.3776,2.4702,0.8545,1.8161,0.8448,15.88,10.336,52.095
467,0,0.3204,0.4404,3.7948,7.3876,2.4714,0.854,1.8165,0.8475,16.0,10.253,52.088
468,0,0.3222,0.4422,3.7948,7.3788,2.4728,0.8535,1.8169,0.8445,15.93,9.405,52.037
469,0,0.3025,0.4225,3.7948,7.3786,2.474,0.8531,1.8173,0.8467,15.96,9.471,52.032
470,0,0.2915,0.4115,3.7948,7.3727,2.4751,0.8526,1.8177,0.8482,15.91,10.126,52.063
471,0,0.2761,0.3961,3.7948,7.3538,2.4764,0.8522,1.8181,0.8459,15.98,9.773,52.068
472,0,0.3068,0.4268,3.7948,7.3677,2.4774,0.8517,1.8184,0.8481,15.86,9.659,52.073
473,0,0.2709,0.3909,3.7948,7.3542,2.4788,0.8512,1.8189,0.8468,16.02,9.693,52.052
474,0,0.2851,0.4051,3.7948,7.3629,2.4799,0.8507,1.8192,0.8461,15.92,9.726,52.047
475,0,0.3037,0.4237,3.7948,7.3718,2.4809,0.8503,1.8196,0.8477,15.89,10.007,52.046
476,0,0.3085,0.4285,3.7948,7.3718,2.4822,0.8498,1.8199,0.849,15.93,9.972,52.055
477,0,0.3158,0.4358,3.7948,7.3731,2.4832,0.8493,1.8203,0.8483,15.9,10.135,52.075
478,0,0.3322,0.4522,3.7948,7.3698,2.4844,0.8489,1.8206,0.8468,15.92,10.011,52.084
479,0,0.335,0.455,3.7948,7.3714,2.4857,0.8484,1.821,0.8497,15.98,9.713,52.13
480,0,0.243,0.363,3.7948,7.3474,2.4868,0.8479,1.8214,0.8493,15.94,9.702,52.126
481,0,0.3001,0.4201,3.7948,7.3557,2.488,0.8474,1.8218,0.8494,15.93,9.609,52.113
482,0,0.2834,0.4034,3.7948,7.3588,2.4891,0.8469,1.8222,0.8494,15.93,9.647,52.113
483,0,0.3022,0.4222,3.7948,7.3637,2.4903,0.8464,1.8226,0.8497,15.98,9.63,52.116
484,0,0.2834,0.4034,3.7948,7.3559,2.4914,0.8459,1.823,0.8498,15.95,9.802,52.104
485,0,0.2734,0.3934,3.7948,7.3553,2.4922,0.8454,1.8233,0.8497,15.92,10.354,52.133
486,0,0.2861,0.4061,3.7948,7.3556,2.4932,0.8449,1.8237,0.8523,15.92,10.572,52.174
487,0,0.2643,0.3843,3.7948,7.3457,2.4945,0.8444,1.8241,0.8506,15.95,9.88,52.132
488,0,0.2228,0.3428,3.7948,7.3242,2.4953,0.8439,1.8244,0.8476,15.88,9.839,52.095
489,0,0.2316,0.3516,3.7948,7.3379,2.4966,0.8434,1.8247,0.8484,15.9,9.942,52.12
490,0,0.2733,0.3933,3.7948,7.3594,2.4977,0.8429,1.8251,0.8479,15.92,9.692,52.099
491,0,0.2726,0.3926,3.7948,7.3594,2.4988,0.8425,1.8255,0.8491,15.95,9.78,52.122
492,0,0.2639,0.3839,3.7948,7.363,2.5,0.842,1.8258,0.8483,15.9,9.593,52.119
493,0,0.2483,0.3683,3.7948,7.3545,2.5007,0.8415,1.8261,0.8484,15.91,10.05,52.124
494,0,0.261,0.381,3.7948,7.3542,2.5016,0.841,1.8265,0.8481,15.92,10.433,52.118
495,0,0.2959,0.4159,3.7948,7.3708,2.5029,0.8405,1.8269,0.8484,15.98,10.095,52.12
496,0,0.2903,0.4103,3.7948,7.3628,2.504,0.8399,1.8272,0.8467,15.9,9.761,52.093
497,0,0.2751,0.3951,3.7948,7.3548,2.5051,0.8394,1.8275,0.8455,15.88,9.802,52.064
498,0,0.2845,0.4045,3.7948,7.3659,2.5061,0.8389,1.8278,0.8468,15.85,9.851,52.078
499,0,0.2825,0.4025,3.7948,7.3638,2.5071,0.8384,1.8282,0.8469,15.94,10.123,52.083
500,0,0.2821,0.4021,3.7948,7.3626,2.5082,0.8379,1.8285,0.8446,15.93,10.135,52.075
501,0,0.3044,0.4244,3.7948,7.3698,2.5092,0.8374,1.8289,0.8454,15.89,9.999,52.074
502,0,0.3139,0.4339,3.7948,7.365,2.5105,0.8369,1.8293,0.8459,15.97,9.841,52.073
503,0,0.3257,0.4457,3.7948,7.3698,2.5114,0.8364,1.8297,0.8458,15.96,10.087,52.084
504,0,0.2963,0.4163,3.7948,7.3546,2.5123,0.8359,1.8299,0.8458,15.84,10.339,52.086
505,0,0.3025,0.4225,3.7948,7.367,2.5131,0.8354,1.8303,0.846,15.95,10.423,52.079
506,0,0.2778,0.3978,3.7948,7.3574,2.5143,0.8349,1.8306,0.8447,15.89,9.991,52.073
507,0,0.3041,0.4241,3.7948,7.3614,2.5157,0.8344,1.831,0.8446,15.92,9.658,52.085
508,0,0.2814,0.4014,3.7948,7.3542,2.5168,0.8339,1.8313,0.8451,15.91,9.598,52.068
509,0,0.2944,0.4144,3.7948,7.3503,2.5179,0.8333,1.8316,0.8445,15.89,9.853,52.065
510,0,0.2704,0.3904,3.7948,7.3568,2.5189,0.8328,1.832,0.8452,15.94,9.963,52.082
511,0,0.2754,0.3954,3.7948,7.3572,2.5198,0.8323,1.8324,0.846,16.0,10.099,52.09
512,0,0.2773,0.3973,3.7948,7.3583,2.5208,0.8318,1.8328,0.8471,15.92,10.12,52.111
513,0,0.2897,0.4097,3.7948,7.3536,2.5219,0.8313,1.8331,0.8465,15.89,10.132,52.104
514,0,0.2984,0.4184,3.7948,7.3495,2.523,0.8308,1.8334,0.8468,15.88,9.994,52.106
515,0,0.3047,0.4247,3.7948,7.3572,2.5242,0.8303,1.8337,0.8473,15.92,9.851,52.106
516,0,0.2912,0.4112,3.7948,7.35,2.5255,0.8298,1.8341,0.8451,15.87,9.712,52.084
517,0,0.2828,0.4028,3.7948,7.35,2.5268,0.8293,1.8344,0.847,15.94,9.561,52.089
518,0,0.2893,0.4093,3.7948,7.3495,2.5281,0.8288,1.8348,0.8488,15.94,9.321,52.115
519,0,0.283,0.403,3.7948,7.3304,2.5293,0.8282,1.8351,0.8488,15.88,9.573,52.115
520,0,0.2814,0.4014,3.7948,7.3456,2.5302,0.8277,1.8354,0.8491,15.87,10.079,52.137
521,0,0.257,0.377,3.7948,7.3113,2.5313,0.8272,1.8356,0.8444,15.81,10.172,52.077
522,0,0.2555,0.3755,3.7948,7.3148,2.5321,0.8267,1.8359,0.8436,15.86,10.319,52.059
523,0,0.2517,0.3717,3.7948,7.324,2.5331,0.8262,1.8362,0.8447,15.88,10.328,52.087
524,0,0.274,0.394,3.7948,7.3376,2.5342,0.8257,1.8365,0.8443,15.84,10.14,52.081
525,0,0.2852,0.4052,3.7948,7.3336,2.5352,0.8252,1.8368,0.8417,15.89,10.189,52.062
526,0,0.2682,0.3882,3.7948,7.3142,2.536,0.8247,1.8371,0.8416,15.86,10.465,52.074
527,0,0.2571,0.3771,3.7948,7.3055,2.5369,0.8242,1.8373,0.8423,15.8,10.429,52.065
528,0,0.2525,0.3725,3.7948,7.3172,2.5379,0.8236,1.8375,0.8412,15.8,10.419,52.051
529,0,0.243,0.363,3.7948,7.3162,2.5389,0.8231,1.8377,0.8415,15.83,10.267,52.05
530,0,0.237,0.357,3.7948,7.2993,2.5399,0.8226,1.838,0.8409,15.88,10.226,52.032
531,0,0.2386,0.3586,3.7948,7.3048,2.5407,0.8221,1.8383,0.8412,15.89,10.36,52.031
532,0,0.2156,0.3356,3.7948,7.2868,2.5416,0.8216,1.8386,0.8406,15.9,10.33,52.043
533,0,0.2163,0.3363,3.7948,7.2866,2.5426,0.8211,1.8389,0.841,15.86,10.143,52.046
534,0,0.2318,0.3518,3.7948,7.2954,2.5435,0.8206,1.8392,0.8406,15.83,10.117,52.043
535,0,0.2384,0.3584,3.7948,7.3085,2.5445,0.8201,1.8394,0.8416,15.82,10.126,52.049
536,0,0.2394,0.3594,3.7948,7.3078,2.5458,0.8195,1.8397,0.8412,15.88,9.805,52.046
537,0,0.3094,0.4294,3.7948,7.3429,2.5467,0.819,1.8399,0.8424,15.78,10.169,52.058
538,0,0.2763,0.3963,3.7948,7.3217,2.5478,0.8185,1.8402,0.8411,15.91,10.131,52.037
539,0,0.2734,0.3934,3.7948,7.3299,2.5486,0.818,1.8406,0.8419,15.89,10.035,52.055
540,0,0.2679,0.3879,3.7948,7.3211,2.5495,0.8175,1.8408,0.8417,15.81,10.533,52.043
541,0,0.2622,0.3822,3.7948,7.3224,2.5504,0.817,1.8411,0.8427,15.86,10.253,52.043
542,0,0.2968,0.4168,3.7948,7.3303,2.5515,0.8165,1.8414,0.8423,15.91,10.135,52.04
543,0,0.3382,0.4582,3.7948,7.3504,2.5526,0.816,1.8416,0.8432,15.82,9.942,52.046
544,0,0.3124,0.4324,3.7948,7.3337,2.5537,0.8155,1.8418,0.8439,15.8,9.834,52.081
545,0,0.3054,0.4254,3.7948,7.3406,2.5549,0.8149,1.8421,0.8428,15.86,9.7,52.069
546,0,0.2735,0.3935,3.7948,7.3197,2.5559,0.8144,1.8423,0.844,15.82,9.774,52.092
547,0,0.2755,0.3955,3.7948,7.3316,2.557,0.8139,1.8426,0.845,15.86,9.937,52.084
548,0,0.3055,0.4255,3.7948,7.3536,2.5583,0.8134,1.8429,0.8426,15.88,9.612,52.048
549,0,0.2958,0.4158,3.7948,7.3434,2.5593,0.8129,1.8432,0.843,15.81,9.789,52.051
550,0,0.3006,0.4206,3.7948,7.3538,2.5602,0.8124,1.8434,0.8453,15.84,10.325,52.083
551,0,0.3192,0.4392,3.7948,7.3592,2.561,0.8119,1.8438,0.8437,15.92,10.339,52.06
552,0,0.2981,0.4181,3.7948,7.3592,2.562,0.8114,1.8441,0.8442,15.88,10.233,52.056
553,0,0.2786,0.3986,3.7948,7.3576,2.5632,0.8109,1.8444,0.8455,15.94,9.676,52.091
554,0,0.2531,0.3731,3.7948,7.3423,2.5642,0.8103,1.8447,0.8434,15.86,9.737,52.06
555,0,0.2774,0.3974,3.7948,7.3552,2.5654,0.8098,1.8451,0.8458,15.95,9.57,52.084
556,0,0.2623,0.3823,3.7948,7.3501,2.5665,0.8093,1.8455,0.844,15.93,9.589,52.074
557,0,0.2835,0.4035,3.7948,7.3667,2.5674,0.8088,1.8458,0.8462,15.93,9.933,52.098
558,0,0.2792,0.3992,3.7948,7.3622,2.5684,0.8083,1.8461,0.8452,15.87,9.991,52.09
559,0,0.2819,0.4019,3.7948,7.3572,2.5696,0.8078,1.8465,0.8449,15.92,9.649,52.086
560,0,0.2835,0.4035,3.7948,7.3541,2.5707,0.8073,1.8468,0.8425,15.86,9.85,52.047
561,0,0.3069,0.4269,3.7948,7.3603,2.5718,0.8068,1.847,0.8444,15.81,9.768,52.058
562,0,0.3128,0.4328,3.7948,7.3748,2.5729,0.8062,1.8473,0.8434,15.87,9.713,52.058
563,0,0.3059,0.4259,3.7948,7.3657,2.5739,0.8057,1.8477,0.8451,15.95,9.737,52.07
564,0,0.3143,0.4343,3.7948,7.3658,2.5749,0.8052,1.8479,0.8434,15.81,9.784,52.058
565,0,0.3143,0.4343,3.7948,7.3693,2.5758,0.8047,1.8482,0.8455,15.89,10.038,52.07
