rollout,feasible,violation,J_D,J_P,J_B,mu_D,mu_P,mu_B,coverage,enhanced_tiles,reward,mean_psnr_db
818,0,0.2219,0.3419,3.7948,7.301,2.7896,0.6935,1.9103,0.8465,15.82,9.679,52.153
819,0,0.2271,0.3471,3.7948,7.3097,2.7907,0.6931,1.9105,0.8465,15.79,9.649,52.153
820,0,0.2196,0.3396,3.7948,7.3017,2.7914,0.6926,1.9106,0.8465,15.7,9.892,52.153
821,0,0.2681,0.3881,3.7948,7.3193,2.7924,0.6922,1.9108,0.8483,15.79,9.997,52.159
822,0,0.2481,0.3681,3.7948,7.3153,2.7934,0.6917,1.9109,0.8481,15.75,9.802,52.147
823,0,0.2474,0.3674,3.7948,7.3143,2.7941,0.6913,1.9111,0.8481,15.76,10.19,52.147
824,0,0.2373,0.3573,3.7948,7.3137,2.7952,0.6908,1.9113,0.848,15.77,10.006,52.145
825,0,0.2311,0.3511,3.7948,7.3142,2.796,0.6904,1.9114,0.8468,15.71,9.949,52.13
826,0,0.2658,0.3858,3.7948,7.3271,2.7971,0.6899,1.9116,0.8471,15.77,9.876,52.13
827,0,0.245,0.365,3.7948,7.3236,2.7978,0.6894,1.9116,0.8454,15.69,10.01,52.116
828,0,0.2818,0.4018,3.7948,7.3231,2.7988,0.689,1.9118,0.8468,15.77,10.34,52.126
829,0,0.2571,0.3771,3.7948,7.3164,2.7997,0.6885,1.9119,0.8463,15.67,10.148,52.141
830,0,0.2383,0.3583,3.7948,7.3063,2.8005,0.6881,1.912,0.8457,15.72,10.212,52.115
831,0,0.2466,0.3666,3.7948,7.3087,2.8013,0.6876,1.9121,0.8438,15.72,10.395,52.07
832,0,0.2554,0.3754,3.7948,7.3142,2.8022,0.6871,1.9122,0.8473,15.7,10.078,52.154
833,0,0.2769,0.3969,3.7948,7.3029,2.8031,0.6867,1.9123,0.8447,15.72,9.546,52.058
834,0,0.2652,0.3852,3.7948,7.3029,2.8039,0.6864,1.9123,0.8462,15.67,10.114,52.087
835,0,0.2271,0.3471,3.7948,7.3068,2.8046,0.686,1.9125,0.848,15.76,10.294,52.167
836,0,0.2603,0.3803,3.7948,7.3087,2.8055,0.6856,1.9126,0.8478,15.74,10.097,52.108
837,0,0.2426,0.3626,3.7948,7.3049,2.8064,0.6851,1.9128,0.8474,15.8,10.03,52.125
838,0,0.2112,0.3312,3.7948,7.2937,2.807,0.6847,1.9129,0.8485,15.72,10.041,52.162
839,0,0.222,0.342,3.7948,7.3021,2.8079,0.6843,1.9131,0.8478,15.74,9.86,52.174
840,0,0.2533,0.3733,3.7948,7.3075,2.8087,0.6838,1.9131,0.8479,15.66,9.984,52.132
841,0,0.2536,0.3736,3.7948,7.3094,2.8095,0.6834,1.9132,0.8487,15.67,10.265,52.111
842,0,0.2791,0.3991,3.7948,7.315,2.8102,0.6829,1.9133,0.8461,15.7,10.47,52.139
843,0,0.2364,0.3564,3.7948,7.2869,2.8111,0.6825,1.9134,0.8456,15.7,10.205,52.117
844,0,0.2726,0.3926,3.7948,7.3136,2.812,0.6821,1.9135,0.8486,15.69,9.771,52.178
845,0,0.2734,0.3934,3.7948,7.317,2.813,0.6817,1.9136,0.8494,15.75,9.854,52.156
846,0,0.2728,0.3928,3.7948,7.3073,2.8138,0.6813,1.9136,0.849,15.64,10.276,52.154
847,0,0.2794,0.3994,3.7948,7.3103,2.8148,0.6808,1.9137,0.8492,15.73,10.188,52.163
848,0,0.2702,0.3902,3.7948,7.3063,2.8158,0.6804,1.914,0.8479,15.82,9.726,52.129
849,0,0.2525,0.3725,3.7948,7.2941,2.8167,0.6799,1.9141,0.8477,15.72,9.695,52.128
850,0,0.2618,0.3818,3.7948,7.3021,2.8175,0.6795,1.9142,0.848,15.71,10.169,52.134
851,0,0.234,0.354,3.7948,7.2925,2.8181,0.6791,1.9143,0.8478,15.71,10.691,52.15
852,0,0.284,0.404,3.7948,7.3098,2.8191,0.6786,1.9143,0.8481,15.69,10.511,52.107
853,0,0.2705,0.3905,3.7948,7.298,2.82,0.6782,1.9145,0.8468,15.77,10.129,52.103
854,0,0.2811,0.4011,3.7948,7.3016,2.8208,0.6777,1.9146,0.8487,15.7,10.237,52.112
855,0,0.2866,0.4066,3.7948,7.3016,2.8217,0.6774,1.9147,0.8487,15.71,10.193,52.133
856,0,0.2925,0.4125,3.7948,7.31,2.8223,0.677,1.9149,0.8505,15.77,10.372,52.16
857,0,0.2848,0.4048,3.7948,7.3185,2.8235,0.6766,1.9151,0.8518,15.78,10.044,52.164
858,0,0.2644,0.3844,3.7948,7.3116,2.8243,0.6762,1.9152,0.8502,15.72,9.732,52.124
859,0,0.2727,0.3927,3.7948,7.3077,2.8252,0.6758,1.9152,0.8502,15.7,10.048,52.124
860,0,0.2976,0.4176,3.7948,7.3168,2.8258,0.6753,1.9154,0.8502,15.75,10.51,52.124
861,0,0.3165,0.4365,3.7948,7.3168,2.8268,0.6749,1.9154,0.8495,15.7,10.239,52.108
862,0,0.2722,0.3922,3.7948,7.3055,2.8277,0.6745,1.9156,0.8492,15.75,10.025,52.083
863,0,0.28,0.4,3.7948,7.3117,2.8286,0.6741,1.9157,0.8486,15.76,9.977,52.067
864,0,0.2832,0.4032,3.7948,7.3109,2.8293,0.6736,1.9158,0.8481,15.68,9.969,52.068
865,0,0.2768,0.3968,3.7948,7.3101,2.83,0.6732,1.9158,0.8479,15.65,10.273,52.042
866,0,0.3215,0.4415,3.7948,7.3241,2.8309,0.6727,1.9159,0.8466,15.66,10.336,52.011
867,0,0.2855,0.4055,3.7948,7.317,2.8316,0.6722,1.9159,0.8466,15.69,10.377,52.01
868,0,0.3121,0.4321,3.7948,7.3122,2.8325,0.6717,1.916,0.8501,15.67,10.454,52.083
869,0,0.3119,0.4319,3.7948,7.309,2.8331,0.6712,1.9161,0.8474,15.72,10.42,52.061
870,0,0.3093,0.4293,3.7948,7.3113,2.834,0.6708,1.9161,0.8474,15.67,10.201,52.061
871,0,0.3228,0.4428,3.7948,7.3121,2.8348,0.6703,1.9162,0.8486,15.67,10.101,52.082
872,0,0.3399,0.4599,3.7948,7.3198,2.8358,0.6699,1.9163,0.8487,15.7,9.983,52.082
873,0,0.314,0.434,3.7948,7.3124,2.8369,0.6694,1.9164,0.8484,15.72,9.551,52.056
874,0,0.3065,0.4265,3.7948,7.3081,2.8378,0.669,1.9165,0.8487,15.69,9.761,52.082
875,0,0.3397,0.4597,3.7948,7.3071,2.8386,0.6686,1.9165,0.8477,15.67,10.216,52.12
876,0,0.2812,0.4012,3.7948,7.2999,2.8392,0.6681,1.9166,0.8471,15.67,10.548,52.088
877,0,0.3026,0.4226,3.7948,7.3056,2.8401,0.6678,1.9167,0.8449,15.73,10.537,52.028
878,0,0.3025,0.4225,3.7948,7.2953,2.8411,0.6674,1.917,0.8467,15.84,9.859,52.071
879,0,0.2712,0.3912,3.7948,7.2863,2.8419,0.667,1.9171,0.8472,15.76,9.93,52.076
